ORIG,UP,LOW
1,0.0851256530758749,-0.0851256530758749
0.537903172604162,0.0851256530758749,-0.0851256530758749
-0.0282039540787302,0.0851256530758749,-0.0851256530758749
-0.124258719013069,0.0851256530758749,-0.0851256530758749
-0.0336054214702543,0.0851256530758749,-0.0851256530758749
-0.059092211970748,0.0851256530758749,-0.0851256530758749
-0.0685272132868409,0.0851256530758749,-0.0851256530758749
-0.0182054389270636,0.0851256530758749,-0.0851256530758749
0.0145521538274531,0.0851256530758749,-0.0851256530758749
0.0809350622619574,0.0851256530758749,-0.0851256530758749
0.138322313189094,0.0851256530758749,-0.0851256530758749
0.159723877341001,0.0851256530758749,-0.0851256530758749
0.23429217183267,0.0851256530758749,-0.0851256530758749
-0.039940777600987,0.0851256530758749,-0.0851256530758749
-0.0583276417297124,0.0851256530758749,-0.0851256530758749
-0.0919909663142236,0.0851256530758749,-0.0851256530758749
-0.0136814869730899,0.0851256530758749,-0.0851256530758749
-0.0348568914579094,0.0851256530758749,-0.0851256530758749
-0.061839262843084,0.0851256530758749,-0.0851256530758749
-0.00532382139443057,0.0851256530758749,-0.0851256530758749
-0.0385653791124279,0.0851256530758749,-0.0851256530758749
