1,1,1,1,1,1,1,1,1,1,1,1
0.99512,0.88108,0.85514,0.55831,0.47435,0.13023,-0.014904,-0.36954,-0.97689,-0.89754,-0.63755,-0.61283
-0.95739,-0.98684,-0.98449,-0.97156,-0.97495,-0.95686,-0.96241,-0.87415,-0.94118,-0.9082,-0.94107,-0.94579
0.4353,0.91983,0.52322,0.66882,0.31686,0.12993,-0.25238,-0.70856,-0.89041,-0.57096,-0.65365,-0.63166
0.088556,-0.86081,-0.32033,-0.80141,-0.73469,-0.31842,-0.6281,-0.45417,-0.64029,-0.81221,-0.8892,-0.90226
0.020939,0.23115,-0.35642,0.23307,-0.43193,-0.12668,-0.62562,-0.43435,-0.69018,-0.82179,-0.68062,-0.6191
0.099074,0.21385,-0.23412,0.2988,-0.1362,0.3239,-0.18513,0.077368,-0.76027,-0.59975,-0.73886,-0.72672
0.083143,-0.16024,-0.22297,-0.10985,-0.26436,0.17212,-0.17154,0.39827,-0.11281,-0.34907,-0.40696,-0.18516
0.091009,-0.24762,-0.16361,-0.013582,-0.34351,-0.14808,-0.27007,0.20977,0.26765,-0.36648,-0.12786,-0.19149
0.090521,-0.16938,-0.057676,0.15731,-0.33618,0.028058,-0.17956,-0.25459,0.0020489,0.16971,-0.16954,-0.14433
0.12119,-0.15313,0.071924,-0.030795,-0.2256,-0.025664,-0.31424,0.13726,0.13968,-0.32072,-0.19637,-0.31821
0.11817,-0.091142,0.061049,-0.12705,-0.098502,-0.096091,-0.16049,-0.29485,-0.28264,-0.28011,-0.33241,-0.20877
-0.040888,-0.0060347,-0.12177,-0.20072,-0.11945,0.058027,-0.22295,0.19844,0.0060338,-0.061304,0.025262,-0.039442
-0.13178,0.091359,-0.18067,-0.27853,0.030295,-0.20877,0.3306,-0.24196,0.23508,0.00061301,-0.25099,-0.19815
-0.55665,0.1115,-0.45805,-0.030199,-0.18328,0.068453,-0.21738,-0.18915,-0.072237,-0.0091115,0.14083,0.1303
0.31685,-0.062934,0.33024,-0.28636,0.36385,-0.61205,0.11471,-0.097358,-0.12161,0.15475,-0.041256,-0.021804
0.0037148,-0.15304,-0.27272,0.19041,-0.34692,0.087236,-0.14699,-0.093179,0.041132,0.054705,0.34306,0.29857
0.097816,-0.20789,-0.14981,-0.47449,-0.057172,-0.12648,-0.3167,-0.16453,-0.041435,0.11431,-0.13086,-0.29435
0.11655,0.09425,-0.1268,0.32917,-0.0021581,-0.071962,-0.070276,-0.203,0.015316,-0.13552,-0.18109,-0.1565
0.061514,0.056173,-0.15586,0.17722,-0.23788,0.183,-0.10248,-0.07086,-0.015267,-0.36902,-0.276,-0.3078
0.047185,-0.076861,-0.11297,-0.14442,-0.28333,0.15924,-0.23086,0.02073,-0.10586,-0.12265,-0.01436,0.10189
