ORIG,IMF1,IMF2,IMF3,IMF4,IMF5,IMF6,IMF7,IMF8,UP,LOW
1,1,1,1,1,1,1,1,1,0.0851256530758749,-0.0851256530758749
0.537903172604162,0.999081101044802,0.866957183081999,0.719557826952497,0.498488010771825,0.0917305010917091,-0.382197202392137,-0.67358356189833,-0.882496098059668,0.0851256530758749,-0.0851256530758749
-0.0282039540787302,-0.97993770115034,-0.997851576922776,-0.992726510803886,-0.994391932829037,-0.988381619008465,-0.987825981308446,-0.984433897893134,-0.990335651447303,0.0851256530758749,-0.0851256530758749
-0.124258719013069,0.599755417225698,0.825961004608808,0.645736443346549,0.449570913607594,0.0957402876881465,-0.276786692934741,-0.527548421009595,-0.698321704735893,0.0851256530758749,-0.0851256530758749
-0.0336054214702544,0.184232813152722,-0.504862845752616,-0.675473529627251,-0.858367600621192,-0.88622468980848,-0.793701574983912,-0.571671060286326,-0.0729038397345151,0.0851256530758749,-0.0851256530758749
-0.059092211970748,0.103521803948882,-0.161379915501955,-0.0701521768729555,0.00301383882621748,0.157764401380822,0.263490287175419,0.342593633391831,0.220052024990061,0.0851256530758749,-0.0851256530758749
-0.0685272132868409,0.37017401485056,-0.0510821180001449,0.039364433564371,0.0276067055102523,-0.0356988146454765,0.0180836036871746,-0.0362857106899777,0.00581993158964604,0.0851256530758749,-0.0851256530758749
-0.0182054389270636,-0.16274070161471,-0.350689785351298,-0.189270225858355,-0.120256970932318,-0.00492784828399398,0.179006238800128,0.238228754726301,0.316295885967568,0.0851256530758749,-0.0851256530758749
0.0145521538274531,0.0402417336627204,0.111567077732213,0.246825208508188,0.281469187744247,0.397427214485158,0.197800553261259,0.158702829460738,-0.0164903234533712,0.0851256530758749,-0.0851256530758749
0.0809350622619574,-0.148162902196763,-0.116827762381988,-0.0823889722994048,-0.0608464342534271,-0.0345600527209056,-0.117021278564889,-0.111138444144776,-0.0396527028746992,0.0851256530758749,-0.0851256530758749
0.138322313189094,-0.183424838149728,0.00632597331267505,0.0230879595268669,0.115367044335872,-0.0434526633943313,0.119774658154222,-0.0187199735056925,-0.112201968458324,0.0851256530758749,-0.0851256530758749
0.159723877341001,-0.0675666528462054,0.0209275567300918,-0.0187681888261844,0.0204704194502463,-0.204906300163552,-0.26889711526909,-0.210898198992768,-0.193793868617685,0.0851256530758749,-0.0851256530758749
0.234292171832671,-0.0131413176918089,-0.0870868746962083,-0.121578590194474,-0.153682360639211,-0.124204837391239,-0.27689924624237,-0.216620459380675,-0.269050351259567,0.0851256530758749,-0.0851256530758749
-0.039940777600987,0.12784590341504,-0.127637020918957,-0.138465167563517,-0.261438777134563,-0.0922697990630423,-0.0446648538799329,-0.196030721952697,-0.0544832189151193,0.0851256530758749,-0.0851256530758749
-0.0583276417297123,-0.159296449211109,-0.258026672770998,-0.208223194688052,-0.320268305151345,-0.216767890633031,-0.0923572829332973,0.0441066907724532,-0.0328908993009887,0.0851256530758749,-0.0851256530758749
-0.0919909663142236,0.0331157170821927,0.0761227326767789,0.111227175427868,0.0684512643948739,-0.0205711691947143,-0.0692478918796631,-0.0251189205342899,-0.0278138092698192,0.0851256530758749,-0.0851256530758749
-0.0136814869730899,0.206768984525407,-0.0179077231265425,-0.094704305546675,-0.0306478721566521,-0.156155139491459,-0.143949100677161,-0.305543424893218,-0.232143482370063,0.0851256530758749,-0.0851256530758749
-0.0348568914579095,0.145654224142664,-0.16798936992617,-0.262073293457739,-0.0939620833009941,-0.0495626709658047,-0.00688050962001892,0.167081786582218,0.103256291275856,0.0851256530758749,-0.0851256530758749
-0.061839262843084,-0.177841822688248,-0.145604555251218,-0.206314459645973,-0.0453438953996504,0.063257017377631,0.0265298780643587,0.0851728205781761,0.227133367548023,0.0851256530758749,-0.0851256530758749
-0.00532382139443056,-0.0911246357471663,0.182634486800032,0.146070027583625,0.144535372204739,0.160310457519547,0.23422953678681,0.0529944055108624,-0.116947633599139,0.0851256530758749,-0.0851256530758749
-0.0385653791124279,0.0905978966271482,0.106536355825515,0.0776264830157384,-0.0967531217160798,-0.144122052684521,-0.166740111796175,-0.123901937620063,-0.120215475437377,0.0851256530758749,-0.0851256530758749
