1,1,1,1,1,1,1,1
0.99908,0.86696,0.71956,0.49849,0.091731,-0.3822,-0.67358,-0.8825
-0.97994,-0.99785,-0.99273,-0.99439,-0.98838,-0.98783,-0.98443,-0.99034
0.59976,0.82596,0.64574,0.44957,0.09574,-0.27679,-0.52755,-0.69832
0.18423,-0.50486,-0.67547,-0.85837,-0.88622,-0.7937,-0.57167,-0.072904
0.10352,-0.16138,-0.070152,0.0030138,0.15776,0.26349,0.34259,0.22005
0.37017,-0.051082,0.039364,0.027607,-0.035699,0.018084,-0.036286,0.0058199
-0.16274,-0.35069,-0.18927,-0.12026,-0.0049278,0.17901,0.23823,0.3163
0.040242,0.11157,0.24683,0.28147,0.39743,0.1978,0.1587,-0.01649
-0.14816,-0.11683,-0.082389,-0.060846,-0.03456,-0.11702,-0.11114,-0.039653
-0.18342,0.006326,0.023088,0.11537,-0.043453,0.11977,-0.01872,-0.1122
-0.067567,0.020928,-0.018768,0.02047,-0.20491,-0.2689,-0.2109,-0.19379
-0.013141,-0.087087,-0.12158,-0.15368,-0.1242,-0.2769,-0.21662,-0.26905
0.12785,-0.12764,-0.13847,-0.26144,-0.09227,-0.044665,-0.19603,-0.054483
-0.1593,-0.25803,-0.20822,-0.32027,-0.21677,-0.092357,0.044107,-0.032891
0.033116,0.076123,0.11123,0.068451,-0.020571,-0.069248,-0.025119,-0.027814
0.20677,-0.017908,-0.094704,-0.030648,-0.15616,-0.14395,-0.30554,-0.23214
0.14565,-0.16799,-0.26207,-0.093962,-0.049563,-0.0068805,0.16708,0.10326
-0.17784,-0.1456,-0.20631,-0.045344,0.063257,0.02653,0.085173,0.22713
-0.091125,0.18263,0.14607,0.14454,0.16031,0.23423,0.052994,-0.11695
0.090598,0.10654,0.077626,-0.096753,-0.14412,-0.16674,-0.1239,-0.12022
