ORIG,Trend,Periodic1,Periodic2,Periodic3,Periodic4,Periodic5,Periodic6,Periodic7,Periodic8,Periodic9,Periodic10,Noise,UP,LOW
1,1,1,1,1,1,1,1,1,1,1,1,1,0.0851256530758749,-0.0851256530758749
0.526852850581619,0.990655993737619,0.883106302215299,0.853344760570787,0.564673813710162,0.476849501126425,0.130301466868413,-0.0261056497535964,-0.351215485409394,-0.523850796687068,-0.980076615070899,-0.830473818930851,-0.885303669994574,0.0851256530758749,-0.0851256530758749
-0.0680875876247778,-0.96287858930756,-0.984861426707105,-0.983275210261557,-0.966617383244644,-0.976159816743275,-0.947405130899868,-0.967844914000168,-0.951243441449709,-0.969454197827504,-0.76939008180344,-0.95228182020626,-0.968769765961346,0.0851256530758749,-0.0851256530758749
-0.131106856032605,0.526911562512336,0.923339065591392,0.55660264142592,0.675364909303123,0.288323075148542,0.172833212477146,-0.154880400846906,-0.317046129932245,-0.578694670586629,-0.843937665867012,-0.76187700370834,-0.854887418939803,0.0851256530758749,-0.0851256530758749
-0.094156927051794,0.0800678673520914,-0.861777438404765,-0.373876659002535,-0.7914300273086,-0.638965589799857,-0.493875709101805,-0.751872908378755,-0.831880410522312,-0.827920512548371,-0.818476465810169,-0.760827352508467,-0.915665727172779,0.0851256530758749,-0.0851256530758749
-0.0939675225135678,0.0318716539974942,0.248532785048548,-0.390471569787986,0.223656085092867,-0.452666641468204,0.0278870310249286,-0.560955893621522,-0.144794684039857,-0.634155469004059,-0.0647744053644267,-0.0589618820193787,-0.707914585307954,0.0851256530758749,-0.0851256530758749
-0.0684925389309322,0.0928142326975532,0.167408566673638,-0.289082872963177,0.220273028826393,-0.230521554930742,0.228153802870981,-0.274987131728422,0.177468261341406,-0.358339638144482,0.0790821595135072,0.0267302595707935,-0.395396190753381,0.0851256530758749,-0.0851256530758749
-0.0914423330202164,0.103525913877162,-0.172823328254496,-0.222204794180892,0.0477543600099758,-0.214907796114809,0.150863206953016,-0.293533288986284,0.163708847002502,-0.272652337756921,0.276410419470193,0.259134620881845,0.0577751464301204,0.0851256530758749,-0.0851256530758749
-0.0322557568319733,0.146677062809026,-0.288530857982946,-0.101761132217907,0.00391267620704719,-0.265098572771944,0.0369372988464227,-0.247765602679057,0.363464782193383,-0.169407687289273,0.133909501656342,0.181670612809398,-0.00991021710605718,0.0851256530758749,-0.0851256530758749
0.026867121140427,0.144879820622054,-0.241876832178403,-0.0117335775019449,-0.0198840791730548,-0.344167868668007,-0.175926671481288,-0.131889262821535,-0.330937035187592,-0.253562862501581,0.0344000787256826,0.0163294509986758,0.152202495163004,0.0851256530758749,-0.0851256530758749
0.0859645575008307,0.141712988956816,-0.169310132015439,0.0668923286283933,0.034949882689282,-0.299557668557938,0.0453562005175141,-0.183655835509196,0.0319501336515895,-0.308059347671132,-0.131363928412952,-0.285400867796227,-0.112798151813557,0.0851256530758749,-0.0851256530758749
0.164650254830837,0.077595977820107,-0.132253627466204,0.039009818187781,-0.170445381150717,-0.139781943813557,-0.0704084451633457,-0.297555201783982,-0.100039479901174,0.00246483958224022,-0.2447677725882,0.065141160505321,-0.0955782033257597,0.0851256530758749,-0.0851256530758749
0.161383858550288,-0.024407210852515,-0.0490468199982692,-0.0488632326671824,-0.233341440094241,0.0290598236628779,-0.162108644216251,-0.296525701981388,-0.0273569334551527,-0.356677950805518,0.231337569396344,0.0755377462422583,0.0336583131297531,0.0851256530758749,-0.0851256530758749
-0.110748185335719,-0.182237243945494,0.0857482736238796,-0.187767424925495,-0.254581996930818,0.0888215443696813,-0.0645520269349797,0.174023590488055,-0.154803399231399,-0.0516247455977549,-0.284483668820055,-0.282904781394123,0.114451247419065,0.0851256530758749,-0.0851256530758749
-0.0545503475127735,-0.525978121918934,0.0681050014884434,-0.42777573458727,-0.222124672785604,-0.238200863098533,0.00615745340983259,-0.104223453696397,-0.157952664806244,-0.0357933686819773,-0.249262799360453,-0.238423486481916,-0.214516816204943,0.0851256530758749,-0.0851256530758749
-0.0696406706282378,0.208145897527723,-0.000305270568174154,0.246837071015786,-0.238263219604061,0.292648663760713,-0.593134972335174,0.261381973167288,-0.296387011980394,0.268255394881829,-0.166524975220683,0.0152997682052185,0.0581405819997357,0.0851256530758749,-0.0851256530758749
-0.0579265478354308,0.0977969790546993,-0.148751448182749,-0.140243157353635,0.203835417516707,-0.128793351780144,0.0339622165078486,-0.0588549568514321,0.0489608514129638,0.112215699946735,-0.00864490803835974,-0.23768436640266,0.177836216481157,0.0851256530758749,-0.0851256530758749
-0.062527180139705,0.0799799338509414,-0.306677648763721,-0.216219578565544,-0.513437455554086,-0.187063754402487,-0.291516208698188,-0.227212136654264,-0.295979811284219,-0.189985227092992,-0.231883128859562,-0.305367813274684,-0.148981573901418,0.0851256530758749,-0.0851256530758749
-0.0665628288715301,0.063247295138752,0.0764529383467078,-0.211758429461167,0.162116958490577,-0.122243990638603,-0.0503898540202513,-0.164375874574048,-0.177007912229848,-0.271608942433832,-0.387843276370634,-0.20754675410439,-0.282166872989369,0.0851256530758749,-0.0851256530758749
-0.0552789733848881,0.0681011339329341,0.0957228474325671,-0.1454217694923,0.154365388106374,-0.126932915622698,0.08399847433941,-0.230247083293739,-0.182776761013362,-0.189456251915224,0.0157595007443389,-0.126402421517838,0.099575801222279,0.0851256530758749,-0.0851256530758749
-0.0240974271454442,0.0524076355250305,-0.103576949314776,-0.0943280830600787,0.0542879385017006,-0.21464265954604,0.125761427132227,-0.210080821863353,0.0339984547749452,-0.0811754347209107,0.03297212215959,0.0693075612539786,-0.00688191681107408,0.0851256530758749,-0.0851256530758749
